reviews.rating,reviews.numHelpful,reviews.doRecommend,sentiment_score,review_length,sentiment_category
5,0,True,0.425,24,Positive
5,0,True,0.7,11,Positive
4,0,True,0.23333333333333334,27,Positive
5,0,True,0.0,10,Neutral
4,0,False,0.30104166666666665,69,Positive
3,0,False,0.19999999999999998,46,Neutral
4,2,True,0.318243661100804,87,Positive
2,0,False,-0.08333333333333333,17,Neutral
5,0,True,0.48333333333333334,35,Positive
3,0,True,0.2640625,37,Positive
5,0,True,0.475,10,Positive
4,0,True,0.43266666666666664,35,Positive
4,0,True,-0.0375,67,Neutral
5,0,True,0.5844444444444444,13,Positive
4,0,True,0.26,41,Positive
5,0,True,0.0,26,Neutral
5,0,True,1.0,13,Positive
4,0,True,0.22749999999999998,63,Positive
3,0,True,0.0880952380952381,93,Neutral
5,0,True,0.4000000000000001,11,Positive
2,0,False,-0.15,10,Neutral
5,0,True,0.5291666666666667,15,Positive
5,0,True,0.7,11,Positive
5,0,True,0.7877777777777778,16,Positive
5,0,True,0.5104166666666666,26,Positive
5,0,True,0.0,11,Neutral
5,0,True,0.492,56,Positive
5,0,True,1.0,15,Positive
5,0,True,0.39999999999999997,17,Positive
5,0,True,0.6166666666666667,13,Positive
5,0,True,0.475,12,Positive
4,0,True,0.19999999999999998,14,Neutral
4,0,True,0.38035714285714284,24,Positive
5,0,True,0.4,26,Positive
4,0,True,0.5,18,Positive
5,0,True,0.54,34,Positive
5,0,True,0.3779017857142857,101,Positive
5,0,True,0.765,13,Positive
5,0,True,0.5454545454545454,29,Positive
5,0,True,0.17500000000000002,15,Neutral
4,0,True,0.31242857142857144,50,Positive
5,0,True,0.46571428571428564,25,Positive
5,0,True,0.0,13,Neutral
4,0,True,0.45833333333333337,44,Positive
5,0,True,0.0,55,Neutral
5,0,True,0.5522222222222223,40,Positive
5,0,True,1.0,13,Positive
5,0,True,0.23500000000000001,37,Positive
4,0,True,0.5,24,Positive
5,0,True,0.4333333333333333,32,Positive
4,0,True,0.3109375,67,Positive
5,0,True,0.2,33,Neutral
5,0,True,0.6666666666666666,24,Positive
5,0,True,0.8,20,Positive
5,1,True,0.4,28,Positive
5,0,True,0.11962962962962963,71,Neutral
5,0,True,0.4479166666666667,15,Positive
4,0,True,0.0625,45,Neutral
5,0,True,0.2141774891774892,93,Positive
4,0,True,0.6034722222222223,41,Positive
5,0,True,0.55,24,Positive
5,0,True,0.5,15,Positive
5,0,True,0.5,48,Positive
4,0,True,0.42000000000000004,19,Positive
4,0,True,0.5,21,Positive
5,0,True,0.7,12,Positive
4,0,True,0.171875,50,Neutral
5,0,True,0.3,15,Positive
5,0,True,0.329,85,Positive
5,0,True,0.41875,35,Positive
2,0,False,-0.29583333333333334,85,Negative
5,0,True,0.0,31,Neutral
4,0,True,0.5,19,Positive
5,0,True,0.06666666666666667,26,Neutral
5,0,True,0.75,22,Positive
5,0,True,0.0,11,Neutral
5,0,True,0.037500000000000006,27,Neutral
5,0,True,0.2638888888888889,30,Positive
4,0,True,0.4,30,Positive
4,0,True,0.5,15,Positive
5,0,True,0.3666666666666667,12,Positive
5,0,True,0.0,20,Neutral
5,0,True,0.0666666666666667,42,Neutral
5,0,True,0.5466666666666666,15,Positive
5,0,True,0.5544444444444445,13,Positive
4,0,True,0.35,10,Positive
5,0,True,0.0,15,Neutral
4,0,True,0.26666666666666666,45,Positive
5,0,True,0.2568181818181818,24,Positive
3,0,False,0.2672727272727272,60,Positive
5,16,True,0.19583333333333336,97,Neutral
5,0,True,0.2090909090909091,50,Positive
5,0,True,0.5,11,Positive
5,0,True,0.5499999999999999,10,Positive
4,0,True,0.25,13,Positive
5,0,True,0.625,14,Positive
5,0,True,0.3125,21,Positive
5,0,True,0.0,18,Neutral
5,0,True,0.5714285714285715,38,Positive
4,0,True,0.9,31,Positive
4,0,True,0.3267857142857143,70,Positive
5,0,True,0.3666666666666667,12,Positive
5,0,True,0.3833333333333333,29,Positive
4,0,True,0.325,12,Positive
5,0,True,0.5,17,Positive
5,0,True,0.8,35,Positive
5,0,True,0.33482142857142855,24,Positive
5,0,True,0.0,19,Neutral
5,0,True,0.75,32,Positive
5,0,True,0.43333333333333335,13,Positive
4,0,True,0.3333333333333333,16,Positive
4,0,False,0.25,62,Positive
5,0,True,0.575,27,Positive
5,40,True,0.3025046959745236,567,Positive
5,0,True,0.26666666666666666,13,Positive
3,0,False,-0.1,12,Neutral
5,0,True,0.5555555555555556,11,Positive
5,0,True,0.7,12,Positive
5,0,True,0.8,10,Positive
5,0,True,0.14750000000000002,48,Neutral
5,0,True,0.6,18,Positive
4,0,True,0.31666666666666665,105,Positive
4,0,True,0.5,28,Positive
5,0,True,0.4375,15,Positive
5,0,True,0.9765625,17,Positive
5,0,True,0.75,37,Positive
5,0,True,0.3738095238095238,64,Positive
5,0,True,0.38727272727272727,15,Positive
5,0,True,0.7,15,Positive
5,5,True,0.4875,84,Positive
5,0,True,0.275,55,Positive
5,0,True,0.5047619047619047,23,Positive
5,0,True,0.5,29,Positive
5,0,True,0.3028571428571428,24,Positive
4,0,True,0.3111111111111111,41,Positive
5,0,True,0.6000000000000001,10,Positive
4,0,True,-0.10714285714285715,58,Neutral
5,0,True,0.0,29,Neutral
5,0,True,0.25,25,Positive
4,0,True,0.16666666666666666,39,Neutral
5,0,True,0.45499999999999996,52,Positive
5,0,True,0.5454545454545454,10,Positive
4,0,True,0.028174603174603175,49,Neutral
5,0,True,0.7,16,Positive
5,2,True,0.07142857142857142,35,Neutral
4,0,True,0.015625000000000014,56,Neutral
5,0,True,0.625,12,Positive
5,0,True,0.3111111111111111,12,Positive
5,0,True,0.0,14,Neutral
5,0,True,0.3333333333333333,18,Positive
5,0,True,0.6071428571428571,17,Positive
5,0,True,0.625,34,Positive
5,0,True,0.5833333333333334,14,Positive
4,0,True,0.26071428571428573,69,Positive
5,0,True,0.45,17,Positive
5,0,True,0.9765625,17,Positive
2,0,True,0.275,34,Positive
5,0,True,0.315,20,Positive
3,1,True,0.0,24,Neutral
5,0,True,0.5041666666666667,33,Positive
4,0,True,0.5,11,Positive
5,0,True,0.484375,40,Positive
5,0,True,0.6222222222222222,15,Positive
5,0,True,0.35714285714285715,33,Positive
5,0,True,0.4,15,Positive
3,0,False,0.25,12,Positive
5,0,True,0.75,21,Positive
5,0,True,0.48253968253968255,22,Positive
4,0,True,0.39,75,Positive
5,0,True,0.625,24,Positive
5,0,True,0.14100000000000001,37,Neutral
5,0,True,0.4666666666666666,17,Positive
5,0,True,0.24,30,Positive
5,0,True,0.4583333333333333,24,Positive
4,0,True,0.2776075776075776,344,Positive
5,0,True,0.4916666666666667,18,Positive
5,0,True,0.2925974025974026,100,Positive
5,0,True,0.335,20,Positive
5,0,True,0.14722222222222223,30,Neutral
3,0,False,-0.06666666666666667,66,Neutral
5,0,True,0.25833333333333336,13,Positive
5,0,True,0.6585937500000001,12,Positive
5,0,True,0.3516666666666667,32,Positive
5,0,True,0.3825396825396825,8,Positive
5,0,True,0.8,43,Positive
5,0,True,0.125,39,Neutral
5,0,True,0.234375,21,Positive
5,0,True,0.875,11,Positive
5,0,True,0.35833333333333334,9,Positive
5,0,True,0.9875,69,Positive
5,0,True,0.8049999999999999,13,Positive
5,0,True,0.11458333333333333,63,Neutral
1,3,False,0.3333333333333333,36,Positive
5,0,True,0.5333333333333333,42,Positive
5,0,True,0.35000000000000003,41,Positive
5,0,True,0.6,11,Positive
5,0,True,0.65,27,Positive
5,0,True,0.0,15,Neutral
5,0,True,0.7,12,Positive
5,0,True,0.5,18,Positive
5,0,True,0.5467857142857143,98,Positive
5,0,True,0.25757575757575757,21,Positive
3,0,False,-0.14047619047619045,15,Neutral
5,0,True,0.23537414965986395,69,Positive
5,0,True,0.305,49,Positive
4,0,True,0.34375,21,Positive
5,0,True,0.40714285714285714,19,Positive
4,0,True,0.15000000000000002,18,Neutral
4,0,True,0.35833333333333334,30,Positive
5,0,True,0.5,28,Positive
5,0,True,0.5111111111111112,34,Positive
4,0,True,0.5666666666666667,11,Positive
5,0,True,0.36458333333333337,26,Positive
5,0,True,0.45735930735930735,54,Positive
4,0,True,0.0,15,Neutral
5,0,True,0.3083333333333333,25,Positive
4,0,True,0.06999999999999999,28,Neutral
4,0,True,0.0,23,Neutral
4,0,True,0.3,20,Positive
4,0,True,0.4,14,Positive
5,0,True,0.6666666666666666,25,Positive
5,0,True,0.616,52,Positive
5,0,True,0.15833333333333333,41,Neutral
4,0,True,0.8,10,Positive
5,0,True,0.6666666666666666,33,Positive
5,0,True,0.5866666666666667,34,Positive
5,0,True,0.9,23,Positive
5,0,True,0.11269841269841271,84,Neutral
5,0,True,0.5,46,Positive
5,0,True,0.17023809523809524,126,Neutral
5,0,True,0.3793359375,69,Positive
4,0,True,0.16328320802005009,476,Neutral
5,0,True,0.252219696969697,248,Positive
5,0,True,0.31481481481481477,83,Positive
4,0,True,0.3,27,Positive
5,0,True,0.5,13,Positive
5,0,True,0.27999999999999997,34,Positive
5,0,True,0.25,12,Positive
5,0,True,0.13333333333333333,25,Neutral
4,0,True,0.35,51,Positive
5,0,True,0.7000000000000001,28,Positive
4,0,True,0.8,8,Positive
5,0,True,0.26666666666666666,61,Positive
5,0,True,0.5,50,Positive
5,0,True,0.9,14,Positive
5,0,True,0.2333333333333333,57,Positive
5,0,True,0.6,11,Positive
5,0,True,0.3,47,Positive
5,0,True,0.485,35,Positive
5,0,True,0.5166666666666666,17,Positive
5,0,True,0.43285714285714283,23,Positive
4,0,True,0.40904761904761905,41,Positive
4,0,True,0.26666666666666666,29,Positive
5,0,True,0.43333333333333335,33,Positive
4,0,True,0.5,15,Positive
4,0,True,0.2791666666666667,27,Positive
5,0,True,0.71875,22,Positive
2,2,False,0.3666666666666667,32,Positive
5,0,True,0.61875,17,Positive
5,0,True,0.426,13,Positive
5,0,True,0.59375,49,Positive
5,4,True,0.4083333333333333,21,Positive
5,0,True,0.013571428571428568,53,Neutral
4,0,True,0.26666666666666666,10,Positive
5,0,True,0.8,17,Positive
5,0,True,0.2,18,Neutral
5,0,True,0.4,23,Positive
5,0,True,0.8,12,Positive
5,0,True,0.69,15,Positive
5,0,True,0.3583333333333333,25,Positive
4,0,True,0.75,14,Positive
5,0,True,0.35,12,Positive
5,0,True,0.6666666666666666,46,Positive
5,0,True,0.43333333333333335,15,Positive
5,0,True,0.0,21,Neutral
5,0,True,0.5698979591836735,80,Positive
5,0,True,0.4666666666666667,31,Positive
5,0,True,0.34285714285714286,58,Positive
5,0,True,0.425,14,Positive
5,0,True,0.5,44,Positive
5,0,True,0.5,11,Positive
5,0,True,0.44666666666666666,33,Positive
2,0,False,0.060714285714285714,12,Neutral
5,0,True,0.75,12,Positive
4,0,True,0.20833333333333334,34,Positive
5,0,True,0.4125,40,Positive
4,0,True,0.3333333333333333,28,Positive
3,0,True,0.08777777777777777,78,Neutral
1,3,False,-0.11770833333333333,88,Neutral
5,0,True,1.0,22,Positive
4,0,True,0.6408333333333334,15,Positive
5,0,True,0.3275,70,Positive
5,0,True,0.5,25,Positive
4,0,True,0.42857142857142855,25,Positive
5,0,True,0.5666666666666667,12,Positive
3,0,False,0.13333333333333333,82,Neutral
5,0,True,0.21666666666666667,22,Positive
5,0,True,0.8,13,Positive
5,0,True,0.22519550342130984,276,Positive
4,0,True,0.39999999999999997,24,Positive
5,0,True,0.5,28,Positive
5,0,True,0.37777777777777777,12,Positive
5,0,True,0.27976190476190477,28,Positive
5,0,True,0.4,26,Positive
5,0,True,0.325,13,Positive
5,0,True,0.75,10,Positive
5,0,True,0.8,24,Positive
4,0,True,0.03333333333333333,41,Neutral
5,0,True,0.2777551020408163,69,Positive
4,0,True,0.15,33,Neutral
3,35,False,0.36250000000000004,100,Positive
5,0,True,1.0,14,Positive
5,0,True,0.4866666666666667,59,Positive
5,0,True,0.31666666666666665,64,Positive
5,0,True,0.12559523809523812,56,Neutral
5,0,True,0.5,36,Positive
5,0,True,0.0296875,154,Neutral
4,0,True,0.32499999999999996,22,Positive
5,0,True,0.0,36,Neutral
4,0,True,0.25,12,Positive
4,0,True,0.4726666666666667,63,Positive
5,0,True,0.0,14,Neutral
5,0,True,0.25,14,Positive
5,0,True,0.625,21,Positive
5,0,True,0.368939393939394,26,Positive
5,0,True,0.10051020408163266,48,Neutral
5,0,True,0.6,12,Positive
4,0,True,0.5,17,Positive
5,0,True,0.25,32,Positive
5,0,True,0.4183333333333333,15,Positive
5,3,True,0.29583333333333334,25,Positive
5,0,True,0.5357142857142857,58,Positive
5,0,True,0.625,30,Positive
5,0,True,0.4787878787878788,21,Positive
4,0,True,0.7,11,Positive
5,0,True,0.55,7,Positive
5,0,True,0.7380952380952381,25,Positive
3,0,False,0.5,12,Positive
5,0,True,0.3816666666666667,25,Positive
4,0,True,0.1638888888888889,56,Neutral
4,0,True,0.26666666666666666,13,Positive
5,0,True,0.368939393939394,26,Positive
5,0,True,0.24055555555555555,47,Positive
4,0,True,0.4494107744107744,85,Positive
5,0,True,0.5785281385281386,45,Positive
5,0,True,0.25,23,Positive
5,0,True,0.35000000000000003,28,Positive
4,0,True,0.8,9,Positive
5,0,True,0.43499999999999994,35,Positive
5,0,True,0.1777777777777778,20,Neutral
5,0,True,0.26233766233766237,64,Positive
5,0,True,0.4434848484848484,21,Positive
5,0,True,0.0,12,Neutral
4,0,True,0.14761904761904757,71,Neutral
5,0,True,0.5,11,Positive
5,0,True,0.21212121212121213,21,Positive
5,0,True,0.2333333333333333,18,Positive
5,0,True,0.5,12,Positive
5,0,True,0.3340909090909091,38,Positive
5,0,True,0.13636363636363635,19,Neutral
5,0,True,0.5,20,Positive
5,0,True,0.35,21,Positive
5,0,True,0.0,27,Neutral
4,0,True,0.5,16,Positive
5,0,True,0.41,22,Positive
5,0,True,0.4666666666666667,12,Positive
5,0,True,0.33125,26,Positive
5,0,True,0.3988095238095238,58,Positive
5,0,True,0.2,52,Neutral
5,0,True,0.5416666666666666,20,Positive
5,0,True,0.0,11,Neutral
4,0,True,0.4,9,Positive
5,0,True,0.25,11,Positive
5,0,True,0.9,9,Positive
5,0,True,0.25,17,Positive
5,0,True,0.225,20,Positive
5,0,True,0.0,17,Neutral
4,0,True,0.25,15,Positive
5,0,True,0.25625,40,Positive
5,0,True,0.5,11,Positive
5,0,True,0.44999999999999996,15,Positive
5,0,True,0.25,16,Positive
5,0,True,0.522,22,Positive
5,0,True,0.0,18,Neutral
5,0,True,0.38333333333333336,39,Positive
5,0,True,0.32333333333333336,48,Positive
4,1,True,0.3816666666666667,10,Positive
5,0,True,0.9,11,Positive
3,0,True,0.5198148148148148,191,Positive
5,26,True,0.2636904761904762,155,Positive
5,0,True,0.5,20,Positive
5,0,True,0.525,47,Positive
4,0,True,0.4875,17,Positive
3,0,False,0.06666666666666667,31,Neutral
5,0,True,0.5,16,Positive
5,0,True,0.5259469696969696,13,Positive
5,0,True,0.8,16,Positive
5,0,True,0.43333333333333335,21,Positive
5,0,True,0.6816666666666666,12,Positive
5,0,True,0.0861111111111111,21,Neutral
5,0,True,0.3625,22,Positive
5,0,True,0.8125,11,Positive
5,0,True,0.2416666666666667,20,Positive
5,0,True,0.75,15,Positive
5,0,True,0.0,24,Neutral
5,0,True,0.1857142857142857,84,Neutral
5,0,True,0.5,16,Positive
5,0,True,0.43124999999999997,9,Positive
4,0,True,0.08095238095238096,51,Neutral
5,0,True,0.33809523809523806,24,Positive
5,0,True,0.6,13,Positive
5,0,True,0.5,11,Positive
5,0,True,0.65,13,Positive
5,0,True,0.1814814814814815,54,Neutral
3,0,True,0.27351190476190473,22,Positive
5,0,True,0.26666666666666666,41,Positive
4,0,True,0.7,14,Positive
5,0,True,0.25,10,Positive
5,0,True,0.3125,21,Positive
4,0,True,0.2416666666666667,13,Positive
5,0,True,0.2514285714285714,33,Positive
4,0,True,0.4666666666666666,10,Positive
5,0,True,0.42857142857142855,28,Positive
5,0,True,0.5142857142857143,96,Positive
5,0,True,0.4375,17,Positive
5,0,True,0.39333333333333337,56,Positive
4,0,True,0.0,9,Neutral
4,0,True,0.3375,40,Positive
5,0,True,0.0,15,Neutral
5,0,True,0.47142857142857136,43,Positive
5,0,True,0.16666666666666666,21,Neutral
1,1,True,-0.3499999999999999,14,Negative
5,0,True,0.1,11,Neutral
5,0,True,0.6302083333333334,12,Positive
3,0,False,0.1722222222222222,27,Neutral
5,0,True,0.1875,13,Neutral
5,0,True,0.4,17,Positive
5,0,True,0.06666666666666667,22,Neutral
5,0,True,0.40606060606060607,38,Positive
3,0,True,0.34212454212454213,97,Positive
5,0,True,-0.1,40,Neutral
5,0,True,0.0,13,Neutral
1,2,False,-0.0056722689075630345,142,Neutral
5,0,True,0.5333333333333333,18,Positive
5,0,True,0.4666666666666666,25,Positive
4,0,True,0.7125,22,Positive
5,0,True,1.0,11,Positive
5,0,True,0.37499999999999994,53,Positive
3,0,False,-0.030000000000000027,17,Neutral
5,0,True,0.69375,13,Positive
5,0,True,0.4,34,Positive
5,0,True,0.55,18,Positive
4,0,True,0.14727272727272728,55,Neutral
5,0,True,0.4462121212121213,41,Positive
4,0,True,0.33749999999999997,31,Positive
5,0,True,0.4222222222222222,45,Positive
5,0,True,0.125,15,Neutral
5,0,True,0.7666666666666666,14,Positive
5,0,True,0.4,15,Positive
5,0,True,0.25,27,Positive
5,0,True,0.5162109375,13,Positive
3,0,True,0.4,17,Positive
4,0,True,0.4454545454545455,21,Positive
3,0,False,0.21825396825396826,109,Positive
5,0,True,0.6875,43,Positive
5,0,True,0.78125,12,Positive
4,0,True,0.4287878787878788,14,Positive
5,0,True,0.41000000000000003,20,Positive
4,0,True,0.43333333333333335,16,Positive
5,0,True,0.3666666666666667,16,Positive
5,0,True,0.4,21,Positive
5,0,True,0.39285714285714285,24,Positive
5,0,True,0.5,21,Positive
5,0,True,0.2,19,Neutral
4,0,True,0.3666666666666667,43,Positive
5,0,True,0.3333333333333333,10,Positive
5,0,True,0.4777777777777778,10,Positive
5,0,True,0.69,15,Positive
5,0,True,0.5194444444444445,62,Positive
5,0,True,-0.0625,42,Neutral
4,0,True,0.45625000000000004,30,Positive
5,0,True,0.1,12,Neutral
5,0,True,0.1,16,Neutral
5,0,True,0.34545454545454546,13,Positive
5,0,True,0.6000000000000001,11,Positive
5,0,True,0.477,27,Positive
4,0,True,0.4454545454545455,54,Positive
4,0,True,0.25000000000000006,82,Positive
3,0,False,-0.75,6,Negative
5,0,True,0.0,15,Neutral
5,0,True,0.3125,44,Positive
5,0,True,0.6890625,22,Positive
5,0,True,0.12946428571428573,46,Neutral
5,0,True,0.39,20,Positive
4,0,True,0.425,23,Positive
5,0,True,0.2,33,Neutral
4,0,True,0.34732142857142856,75,Positive
5,0,True,0.75,18,Positive
5,0,True,1.0,17,Positive
5,0,True,0.5,30,Positive
5,0,True,0.75,27,Positive
2,1,False,0.0,32,Neutral
5,0,True,0.515,45,Positive
5,0,True,0.4,12,Positive
5,0,True,0.9,12,Positive
5,0,True,0.8,15,Positive
5,0,True,0.6,11,Positive
4,0,True,0.5697916666666667,16,Positive
5,0,True,-0.03,44,Neutral
5,0,True,0.39166666666666666,10,Positive
5,0,True,0.3,14,Positive
2,0,False,-0.19166666666666665,13,Neutral
5,0,True,0.8,16,Positive
4,0,True,0.03809523809523809,33,Neutral
4,0,True,0.18285714285714283,49,Neutral
5,0,True,0.43125,14,Positive
5,0,True,0.75,11,Positive
5,0,True,0.5714285714285714,40,Positive
5,0,True,0.5666666666666667,15,Positive
5,0,True,0.33222222222222225,14,Positive
5,0,True,-0.25,26,Negative
4,0,True,0.0875,21,Neutral
5,0,True,0.23409090909090907,26,Positive
5,0,True,0.5444444444444444,16,Positive
5,0,True,0.5234217171717171,81,Positive
4,0,True,0.39999999999999997,14,Positive
4,0,True,0.0,12,Neutral
5,0,True,0.6,15,Positive
5,0,True,0.8333333333333334,13,Positive
5,0,True,0.30727272727272725,56,Positive
5,0,True,0.5653409090909091,16,Positive
5,0,True,0.4,32,Positive
5,0,True,0.65,32,Positive
5,0,True,0.5375,14,Positive
5,0,True,0.5666666666666667,10,Positive
5,0,True,0.3,32,Positive
5,0,True,0.35,56,Positive
4,0,True,0.2041666666666667,84,Positive
5,0,True,1.0,33,Positive
5,0,True,0.32757936507936514,63,Positive
5,0,True,0.6,16,Positive
5,0,True,0.2,9,Neutral
5,0,True,0.502,43,Positive
5,0,True,0.35625,76,Positive
5,0,True,0.3121212121212121,26,Positive
5,0,True,0.30999999999999994,128,Positive
5,0,True,0.75,11,Positive
4,0,True,0.36874999999999997,34,Positive
4,0,True,0.4,35,Positive
5,0,True,0.4444444444444445,14,Positive
5,0,True,0.29,15,Positive
5,0,True,0.25,12,Positive
5,0,True,0.30933333333333335,25,Positive
4,0,True,0.6714285714285714,18,Positive
5,0,True,0.5,16,Positive
5,0,True,0.12878787878787878,21,Neutral
5,0,True,0.65,21,Positive
4,0,True,0.398125,40,Positive
3,0,True,0.4,14,Positive
5,0,True,0.0,31,Neutral
5,0,True,0.0,18,Neutral
4,0,True,0.5,25,Positive
5,0,True,0.0,19,Neutral
5,0,True,0.4,14,Positive
5,0,True,0.75,19,Positive
5,0,True,0.5499999999999999,33,Positive
5,0,True,0.38888888888888895,80,Positive
5,0,True,0.8,22,Positive
5,0,True,0.7500000000000001,16,Positive
5,0,True,0.17852040816326534,142,Neutral
5,0,True,0.6333333333333334,56,Positive
5,0,True,0.25,12,Positive
5,0,True,0.2708333333333333,14,Positive
5,0,True,0.325,66,Positive
4,0,True,0.3175,12,Positive
5,0,True,0.0,14,Neutral
5,0,True,0.6166666666666667,16,Positive
5,0,True,0.3875,73,Positive
3,0,True,0.171875,22,Neutral
5,0,True,0.8,13,Positive
5,0,True,0.34545454545454546,9,Positive
5,0,True,0.6190476190476191,35,Positive
4,0,True,0.4066666666666666,18,Positive
4,0,True,0.375,11,Positive
4,0,True,-0.017142857142857154,32,Neutral
4,0,True,0.203125,46,Positive
5,0,True,0.5,9,Positive
5,0,True,0.33464285714285713,12,Positive
5,0,True,1.0,34,Positive
4,0,True,0.3666666666666667,17,Positive
1,3,False,-0.058851674641148315,126,Neutral
5,0,True,0.4,59,Positive
4,0,True,0.3444444444444445,29,Positive
5,0,True,0.8,13,Positive
5,0,True,0.3444444444444445,28,Positive
5,0,True,0.125,33,Neutral
4,0,True,0.20369047619047617,65,Positive
4,0,True,0.09099702380952382,155,Neutral
5,0,True,0.5666666666666668,32,Positive
5,0,True,0.0,12,Neutral
5,0,True,0.335,41,Positive
4,0,True,0.259375,40,Positive
5,0,True,0.3916666666666666,30,Positive
5,0,True,0.08571428571428572,47,Neutral
4,0,True,0.3462770562770563,261,Positive
5,0,True,0.625,34,Positive
4,0,True,0.08124999999999999,22,Neutral
5,0,True,0.325,31,Positive
5,0,True,0.0,2,Neutral
5,0,True,0.5,29,Positive
5,0,True,0.5,9,Positive
5,0,True,0.42628324056895484,85,Positive
5,0,True,0.1875,24,Neutral
4,0,True,0.49375,54,Positive
5,0,True,0.4741666666666667,19,Positive
4,0,True,0.5340909090909092,14,Positive
5,0,True,0.49375,32,Positive
5,0,True,0.2642857142857143,51,Positive
5,0,True,0.6000000000000001,26,Positive
5,0,True,0.2654761904761905,58,Positive
4,0,True,0.3,9,Positive
5,0,True,0.3444444444444444,15,Positive
4,0,True,0.0,11,Neutral
5,0,True,0.5333333333333333,44,Positive
4,0,True,0.3506578947368421,141,Positive
5,0,True,0.675,15,Positive
5,0,True,0.5020833333333333,8,Positive
5,0,True,0.6125,16,Positive
5,0,True,0.545138888888889,13,Positive
5,0,True,0.43333333333333335,54,Positive
3,0,False,0.28888888888888886,94,Positive
5,0,True,0.3181818181818182,28,Positive
5,0,True,0.775,26,Positive
5,0,True,0.11132478632478635,229,Neutral
5,0,True,0.22632575757575757,48,Positive
5,0,True,0.65,20,Positive
5,0,True,0.3872727272727273,58,Positive
5,0,True,0.37083333333333335,59,Positive
5,0,True,0.375,21,Positive
5,0,True,0.325,19,Positive
5,0,True,0.55,14,Positive
4,0,True,0.3111111111111111,40,Positive
4,0,True,0.5,14,Positive
5,0,True,0.14444444444444446,22,Neutral
5,0,True,0.39666666666666667,28,Positive
5,0,True,0.2,11,Neutral
5,0,True,0.5833333333333334,30,Positive
5,0,True,0.27738095238095234,45,Positive
4,0,True,0.6,14,Positive
4,0,True,0.48333333333333334,16,Positive
4,0,True,0.19000000000000003,56,Neutral
5,0,True,0.30000000000000004,23,Positive
5,0,True,0.234375,8,Positive
5,0,True,0.515,38,Positive
5,0,True,0.0,9,Neutral
5,0,True,1.0,9,Positive
5,0,True,0.59375,20,Positive
5,0,True,0.35,12,Positive
5,0,True,0.41000000000000003,41,Positive
5,0,True,0.16,19,Neutral
4,0,True,0.5051948051948052,113,Positive
5,0,False,0.35,13,Positive
5,0,True,0.5544444444444445,11,Positive
4,0,True,0.21428571428571427,12,Positive
